casent,new codes for PTs,species,CL,PoOC,CW,CWb,FRS,SL,EL,MW,PSTI,PEW,PPW,SPBA,SPTI,ML,PEL,NOL,MPST,PEH,NOH,PPH,SPST,PPL,dendroname,lat,long,,CS (µm),PoOC/CL,CL/CW,CL/CWb,FRS/CS,SL/CS,EL/CS,MW/CS,PSTI/CS,PEW/CS,PPW/CS,SPBA/CS,SPTI/CS,ML/CS,PEL/CS,NOL/CS,MPST/CS,PEH/CS,NOH/CS,PPH/CS,SPST/CS,PPL/CS
CASENT_0486838,,excelsior,838,390,750,682,225,632,162,480,460,170,262,160,175,1060,400,290,340,222,120,200,225,192,excelsior-CASENT_0486838,-14.44333,49.74333,,760,0.465393795,1.117333333,1.228739003,0.296052632,0.831578947,0.213157895,0.631578947,0.605263158,0.223684211,0.344736842,0.210526316,0.230263158,1.394736842,0.526315789,0.381578947,0.447368421,0.292105263,0.157894737,0.263157895,0.296052632,0.252631579
CASENT_0486838,,excelsior,900,420,785,720,245,670,175,520,490,180,290,185,178,1135,420,280,350,232,132,210,215,195,excelsior-CASENT_0486838,-14.44333,49.74333,,810,0.466666667,1.146496815,1.25,0.302469136,0.827160494,0.216049383,0.641975309,0.604938272,0.222222222,0.358024691,0.228395062,0.219753086,1.401234568,0.518518519,0.345679012,0.432098765,0.286419753,0.162962963,0.259259259,0.265432099,0.240740741
CASENT_0491753,,excelsior,830,375,688,632,208,600,170,458,438,162,250,152,180,990,390,260,300,215,122,200,190,190,excelsior-CASENT_0491753,-22.64333,44.17167,,731,0.451807229,1.206395349,1.313291139,0.284541724,0.820793434,0.23255814,0.626538988,0.599179207,0.221614227,0.341997264,0.207934337,0.24623803,1.354309166,0.533515732,0.355677155,0.410396717,0.294117647,0.166894665,0.273597811,0.259917921,0.259917921
CASENT_0491753,,excelsior,850,380,700,650,220,618,178,460,440,165,260,160,190,1022,400,255,320,220,128,200,210,190,excelsior-CASENT_0491753,-22.64333,44.17167,,750,0.447058824,1.214285714,1.307692308,0.293333333,0.824,0.237333333,0.613333333,0.586666667,0.22,0.346666667,0.213333333,0.253333333,1.362666667,0.533333333,0.34,0.426666667,0.293333333,0.170666667,0.266666667,0.28,0.253333333
CASENT_0491759,,excelsior,755,340,678,620,192,570,160,425,425,148,238,132,150,922,355,230,280,190,105,180,172,168,excelsior-CASENT_0491759,-22.64333,44.17167,,687.5,0.450331126,1.113569322,1.217741935,0.279272727,0.829090909,0.232727273,0.618181818,0.618181818,0.215272727,0.346181818,0.192,0.218181818,1.341090909,0.516363636,0.334545455,0.407272727,0.276363636,0.152727273,0.261818182,0.250181818,0.244363636
CASENT_0491759,,excelsior,788,355,680,630,200,600,160,438,420,152,242,148,150,940,372,248,282,210,115,198,170,180,excelsior-CASENT_0491759,-22.64333,44.17167,,709,0.450507614,1.158823529,1.250793651,0.282087447,0.846262341,0.225669958,0.617771509,0.592383639,0.21438646,0.341325811,0.208744711,0.211565585,1.325811001,0.524682652,0.349788434,0.3977433,0.296191819,0.162200282,0.279266573,0.23977433,0.253878702
CASENT_0491762,,excelsior,800,362,675,620,205,602,160,420,420,148,232,130,150,970,365,238,292,195,108,190,180,170,excelsior-CASENT_0491762,-22.64333,44.17167,,710,0.4525,1.185185185,1.290322581,0.288732394,0.847887324,0.225352113,0.591549296,0.591549296,0.208450704,0.326760563,0.183098592,0.211267606,1.366197183,0.514084507,0.335211268,0.411267606,0.274647887,0.152112676,0.267605634,0.253521127,0.23943662
CASENT_0491762,,excelsior,810,380,670,625,200,605,165,432,425,148,230,132,142,980,362,250,282,205,125,185,180,182,excelsior-CASENT_0491762,-22.64333,44.17167,,717.5,0.469135802,1.208955224,1.296,0.278745645,0.843205575,0.229965157,0.602090592,0.592334495,0.206271777,0.320557491,0.183972125,0.197909408,1.365853659,0.504529617,0.348432056,0.393031359,0.285714286,0.174216028,0.257839721,0.25087108,0.253658537
CASENT_0491764,,excelsior,792,360,660,612,195,598,160,415,415,150,232,130,140,950,355,248,290,200,118,190,180,180,excelsior-CASENT_0491764,-22.64333,44.17167,,702,0.454545455,1.2,1.294117647,0.277777778,0.851851852,0.227920228,0.591168091,0.591168091,0.213675214,0.33048433,0.185185185,0.199430199,1.353276353,0.505698006,0.353276353,0.413105413,0.284900285,0.168091168,0.270655271,0.256410256,0.256410256
CASENT_0491764,,excelsior,790,360,668,620,198,600,160,430,420,145,230,140,150,970,360,242,295,195,110,188,185,172,excelsior-CASENT_0491764,-22.64333,44.17167,,705,0.455696203,1.182634731,1.274193548,0.280851064,0.85106383,0.226950355,0.609929078,0.595744681,0.205673759,0.326241135,0.19858156,0.212765957,1.375886525,0.510638298,0.343262411,0.418439716,0.276595745,0.156028369,0.266666667,0.262411348,0.243971631
CASENT_0491779,,excelsior,838,380,690,640,212,610,175,450,450,155,250,155,175,1010,375,260,292,200,120,198,205,192,excelsior-CASENT_0491779,-22.64333,44.17167,,739,0.453460621,1.214492754,1.309375,0.286874154,0.825439783,0.236806495,0.608930988,0.608930988,0.209742896,0.338294993,0.209742896,0.236806495,1.366711773,0.50744249,0.351826793,0.395128552,0.270635995,0.162381597,0.267929635,0.277401894,0.259810555
CASENT_0491779,,excelsior,812,368,678,630,208,590,170,450,430,150,240,155,165,990,380,240,300,200,112,198,190,175,excelsior-CASENT_0491779,-22.64333,44.17167,,721,0.45320197,1.197640118,1.288888889,0.288488211,0.818307906,0.235783634,0.624133148,0.596393897,0.208044383,0.332871012,0.214979196,0.228848821,1.373092926,0.52704577,0.332871012,0.416088766,0.27739251,0.155339806,0.274618585,0.263522885,0.242718447
CASENT_0491886,,excelsior,802,370,670,620,202,598,165,435,425,150,240,148,162,965,350,250,290,210,118,190,190,182,excelsior-CASENT_0491886,-22.64333,44.17167,,711,0.461346633,1.197014925,1.293548387,0.284106892,0.841068917,0.232067511,0.611814346,0.597749648,0.210970464,0.337552743,0.208157525,0.227848101,1.357243319,0.492264416,0.35161744,0.407876231,0.29535865,0.165963432,0.267229255,0.267229255,0.255977496
CASENT_0491886,,excelsior,782,360,650,610,200,580,168,425,420,148,230,140,145,940,360,250,280,200,118,180,180,180,excelsior-CASENT_0491886,-22.64333,44.17167,,696,0.460358056,1.203076923,1.281967213,0.287356322,0.833333333,0.24137931,0.610632184,0.603448276,0.212643678,0.33045977,0.201149425,0.208333333,1.350574713,0.517241379,0.359195402,0.402298851,0.287356322,0.16954023,0.25862069,0.25862069,0.25862069
CASENT_0494605,,excelsior,848,392,758,690,222,622,170,490,490,188,280,190,220,1065,400,275,330,235,140,190,220,182,excelsior-CASENT_0494605,-14.435,49.76,,769,0.462264151,1.118733509,1.228985507,0.288686606,0.808842653,0.22106632,0.637191157,0.637191157,0.244473342,0.364109233,0.247074122,0.286085826,1.384915475,0.520156047,0.357607282,0.429128739,0.305591678,0.182054616,0.247074122,0.286085826,0.236671001
CASENT_0494605,,excelsior,820,375,732,660,220,600,172,480,490,165,278,188,218,1040,380,272,320,232,135,188,205,178,excelsior-CASENT_0494605,-14.435,49.76,,740,0.457317073,1.120218579,1.242424242,0.297297297,0.810810811,0.232432432,0.648648649,0.662162162,0.222972973,0.375675676,0.254054054,0.294594595,1.405405405,0.513513514,0.367567568,0.432432432,0.313513514,0.182432432,0.254054054,0.277027027,0.240540541
CASENT_0496879,,excelsior,792,352,665,602,200,605,168,440,435,148,245,150,175,980,368,240,290,215,132,192,180,190,excelsior-CASENT_0496879,-22.675,44.19,,697,0.444444444,1.190977444,1.315614618,0.286944046,0.868005739,0.241032999,0.631276901,0.6241033,0.212338594,0.351506456,0.215208034,0.25107604,1.406025825,0.527977044,0.344332855,0.416068867,0.308464849,0.18938307,0.275466284,0.258249641,0.272596844
CASENT_0496879,,excelsior,822,370,660,595,212,618,170,460,435,162,260,160,185,1020,390,265,300,222,130,200,190,188,excelsior-CASENT_0496879,-22.675,44.19,,708.5,0.450121655,1.245454545,1.381512605,0.299223712,0.872265349,0.239943543,0.649258998,0.613973183,0.228652082,0.366972477,0.225829217,0.261115032,1.439661256,0.550458716,0.37402964,0.423429781,0.313338038,0.183486239,0.282286521,0.268172195,0.26534933
CASENT_0496958,,excelsior,770,350,640,590,195,570,152,410,410,140,228,128,150,910,350,225,275,198,110,185,172,170,excelsior-CASENT_0496958,-22.675,44.19,,680,0.454545455,1.203125,1.305084746,0.286764706,0.838235294,0.223529412,0.602941176,0.602941176,0.205882353,0.335294118,0.188235294,0.220588235,1.338235294,0.514705882,0.330882353,0.404411765,0.291176471,0.161764706,0.272058824,0.252941176,0.25
CASENT_0496958,,excelsior,790,350,680,622,205,595,162,440,430,150,242,138,165,950,370,250,290,200,118,190,180,182,excelsior-CASENT_0496958,-22.675,44.19,,706,0.443037975,1.161764706,1.270096463,0.290368272,0.842776204,0.229461756,0.623229462,0.609065156,0.212464589,0.342776204,0.195467422,0.233711048,1.345609065,0.52407932,0.354107649,0.410764873,0.283286119,0.16713881,0.269121813,0.254957507,0.257790368
CASENT_0498265_HT,CASENT_0498265_HT,excelsior,810,370,670,620,208,600,158,440,435,155,255,150,165,990,382,242,292,205,122,208,200,195,excelsior-CASENT_0498265_HT,-22.675,44.19,,715,0.456790123,1.208955224,1.306451613,0.290909091,0.839160839,0.220979021,0.615384615,0.608391608,0.216783217,0.356643357,0.20979021,0.230769231,1.384615385,0.534265734,0.338461538,0.408391608,0.286713287,0.170629371,0.290909091,0.27972028,0.272727273
CASENT_0498265_HT,CASENT_0763558_PT,excelsior,832,388,705,650,208,635,168,472,452,170,268,168,190,1050,405,268,310,215,125,220,212,210,excelsior-CASENT_0498265_HT,-22.675,44.19,,741,0.466346154,1.180141844,1.28,0.280701754,0.856950067,0.226720648,0.636977058,0.609986505,0.229419703,0.361673414,0.226720648,0.256410256,1.417004049,0.546558704,0.361673414,0.418353576,0.290148448,0.168690958,0.296896086,0.286099865,0.28340081
CASENT_0499635,,excelsior,930,435,812,748,240,690,178,540,528,208,315,198,205,1152,440,300,365,255,140,222,235,192,excelsior-CASENT_0499635,-14.44333,49.74333,,839,0.467741935,1.145320197,1.243315508,0.286054827,0.822407628,0.21215733,0.643623361,0.62932062,0.247914184,0.375446961,0.235995232,0.244338498,1.37306317,0.52443385,0.357568534,0.435041716,0.303933254,0.166865316,0.264600715,0.280095352,0.228843862
CASENT_0499635,,excelsior,890,420,790,710,230,670,168,510,480,172,290,172,195,1090,415,290,350,238,130,215,235,172,excelsior-CASENT_0499635,-14.44333,49.74333,,800,0.471910112,1.126582278,1.253521127,0.2875,0.8375,0.21,0.6375,0.6,0.215,0.3625,0.215,0.24375,1.3625,0.51875,0.3625,0.4375,0.2975,0.1625,0.26875,0.29375,0.215
CASENT_0499662,,excelsior,875,400,768,690,225,670,172,500,475,172,280,175,185,1090,405,270,340,232,135,202,220,180,excelsior-CASENT_0499662,-14.44333,49.74333,,782.5,0.457142857,1.139322917,1.268115942,0.287539936,0.856230032,0.219808307,0.638977636,0.607028754,0.219808307,0.357827476,0.223642173,0.236421725,1.392971246,0.517571885,0.345047923,0.434504792,0.296485623,0.172523962,0.258146965,0.28115016,0.230031949
CASENT_0499662,,excelsior,900,420,790,720,230,680,178,520,500,170,298,180,190,1140,420,290,360,232,130,210,220,185,excelsior-CASENT_0499662,-14.44333,49.74333,,810,0.466666667,1.139240506,1.25,0.283950617,0.839506173,0.219753086,0.641975309,0.617283951,0.209876543,0.367901235,0.222222222,0.234567901,1.407407407,0.518518519,0.358024691,0.444444444,0.286419753,0.160493827,0.259259259,0.271604938,0.228395062
CASENT_0499732,,excelsior,800,365,692,640,215,602,160,448,448,150,250,152,175,960,370,235,300,210,112,190,200,170,excelsior-CASENT_0499732,-14.44333,49.74333,,720,0.45625,1.156069364,1.25,0.298611111,0.836111111,0.222222222,0.622222222,0.622222222,0.208333333,0.347222222,0.211111111,0.243055556,1.333333333,0.513888889,0.326388889,0.416666667,0.291666667,0.155555556,0.263888889,0.277777778,0.236111111
CASENT_0499732,,excelsior,860,390,742,682,235,620,170,490,480,172,280,170,200,1050,400,262,330,230,130,202,222,185,excelsior-CASENT_0499732,-14.44333,49.74333,,771,0.453488372,1.15902965,1.260997067,0.304798962,0.804150454,0.220492866,0.635538262,0.622568093,0.2230869,0.363164721,0.220492866,0.259403372,1.361867704,0.518806744,0.339818418,0.428015564,0.298313878,0.168612192,0.261997406,0.287937743,0.239948119
CASENT_0499734,,excelsior,802,370,705,640,220,600,162,442,435,150,260,150,180,990,385,260,310,215,118,195,195,175,excelsior-CASENT_0499734,-14.44333,49.74333,,721,0.461346633,1.137588652,1.253125,0.305131761,0.832177531,0.224687933,0.613037448,0.60332871,0.208044383,0.360610264,0.208044383,0.249653259,1.373092926,0.533980583,0.360610264,0.429958391,0.298196949,0.163661581,0.270457698,0.270457698,0.242718447
CASENT_0499734,,excelsior,825,375,710,655,220,620,165,465,455,155,260,150,185,1010,385,270,315,212,120,190,215,170,excelsior-CASENT_0499734,-14.44333,49.74333,,740,0.454545455,1.161971831,1.259541985,0.297297297,0.837837838,0.222972973,0.628378378,0.614864865,0.209459459,0.351351351,0.202702703,0.25,1.364864865,0.52027027,0.364864865,0.425675676,0.286486486,0.162162162,0.256756757,0.290540541,0.22972973
CASENT_0499874,,excelsior,870,410,785,718,238,640,170,510,500,180,295,165,200,1100,425,280,350,232,132,205,230,200,excelsior-CASENT_0499874,-14.44333,49.74333,,794,0.471264368,1.108280255,1.211699164,0.299748111,0.80604534,0.214105793,0.64231738,0.629722922,0.226700252,0.371536524,0.207808564,0.251889169,1.385390428,0.535264484,0.352644836,0.440806045,0.292191436,0.166246851,0.258186398,0.289672544,0.251889169
CASENT_0499874,,excelsior,862,392,772,705,228,650,172,500,490,165,270,170,170,1060,390,270,340,220,120,198,220,192,excelsior-CASENT_0499874,-14.44333,49.74333,,783.5,0.454756381,1.116580311,1.222695035,0.291001914,0.829610721,0.21952776,0.638162093,0.625398851,0.210593491,0.34460753,0.216975112,0.216975112,1.352903638,0.497766433,0.34460753,0.433950223,0.280791321,0.153158902,0.252712189,0.280791321,0.245054244
CASENT_0070642,,modestus,902,415,795,742,248,630,190,520,545,182,280,188,210,1070,410,278,325,260,150,222,200,192,modestus-CASENT_0070642,-22.791,47.18183,,822,0.460088692,1.134591195,1.215633423,0.301703163,0.766423358,0.231143552,0.632603406,0.663017032,0.221411192,0.340632603,0.228710462,0.255474453,1.301703163,0.498783455,0.338199513,0.395377129,0.316301703,0.182481752,0.270072993,0.243309002,0.233576642
CASENT_0071133,,modestus,902,410,790,740,245,625,188,530,540,180,270,200,200,1050,410,275,340,258,140,220,190,200,modestus-CASENT_0071133,-22.791,47.18183,,821,0.454545455,1.141772152,1.218918919,0.298416565,0.761266748,0.228989038,0.645554202,0.65773447,0.219244823,0.328867235,0.243605359,0.243605359,1.278928136,0.499390987,0.334957369,0.414129111,0.314250914,0.170523752,0.267965895,0.231425091,0.243605359
CASENT_0082271,,modestus,902,400,822,765,248,640,192,540,535,180,272,190,210,1080,410,260,320,240,138,218,212,190,modestus-CASENT_0082271,-12.28617,49.36667,,833.5,0.44345898,1.097323601,1.179084967,0.297540492,0.767846431,0.230353929,0.647870426,0.641871626,0.215956809,0.326334733,0.227954409,0.25194961,1.295740852,0.49190162,0.311937612,0.383923215,0.287942412,0.165566887,0.26154769,0.25434913,0.227954409
CASENT_0120043,,modestus,840,385,732,670,220,600,182,525,480,180,260,180,190,990,400,250,320,232,148,212,170,172,modestus-CASENT_0120043,-25.08767,46.749,,755,0.458333333,1.147540984,1.253731343,0.291390728,0.794701987,0.241059603,0.695364238,0.635761589,0.238410596,0.344370861,0.238410596,0.251655629,1.311258278,0.529801325,0.331125828,0.42384106,0.307284768,0.19602649,0.280794702,0.225165563,0.22781457
CASENT_0393167_PT,,modestus,848,382,738,675,222,610,190,490,510,178,268,180,195,1010,382,262,310,245,145,232,182,190,modestus-CASENT_0393167_PT,-24.13993,47.07418,,761.5,0.450471698,1.149051491,1.256296296,0.291529875,0.801050558,0.249507551,0.643466842,0.669730794,0.233749179,0.351936967,0.236375575,0.256073539,1.326329613,0.501641497,0.344057781,0.407091267,0.321733421,0.190413657,0.304661852,0.23900197,0.249507551
CASENT_0393168_PT,,modestus,878,400,765,718,238,622,192,510,522,180,272,198,198,1040,398,260,320,255,142,248,180,198,modestus-CASENT_0393168_PT,-24.13993,47.07418,,798,0.455580866,1.147712418,1.222841226,0.298245614,0.779448622,0.240601504,0.639097744,0.654135338,0.22556391,0.34085213,0.248120301,0.248120301,1.303258145,0.498746867,0.325814536,0.401002506,0.319548872,0.177944862,0.310776942,0.22556391,0.248120301
CASENT_0393169_PT,,modestus,905,408,792,735,240,648,198,520,538,178,270,198,185,1090,405,268,325,248,138,250,180,185,modestus-CASENT_0393169_PT,-24.13993,47.07418,,820,0.450828729,1.142676768,1.231292517,0.292682927,0.790243902,0.241463415,0.634146341,0.656097561,0.217073171,0.329268293,0.241463415,0.225609756,1.329268293,0.493902439,0.326829268,0.396341463,0.302439024,0.168292683,0.304878049,0.219512195,0.225609756
CASENT_0393170_PT,,modestus,902,405,800,748,242,630,198,528,540,180,275,198,212,1060,400,278,330,250,138,248,190,190,modestus-CASENT_0393170_PT,-24.13993,47.07418,,825,0.449002217,1.1275,1.205882353,0.293333333,0.763636364,0.24,0.64,0.654545455,0.218181818,0.333333333,0.24,0.256969697,1.284848485,0.484848485,0.336969697,0.4,0.303030303,0.167272727,0.300606061,0.23030303,0.23030303
CASENT_0393171_PT,,modestus,820,360,730,665,228,600,182,490,495,170,260,170,200,990,380,255,300,232,135,230,170,180,modestus-CASENT_0393171_PT,-24.13993,47.07418,,742.5,0.43902439,1.123287671,1.233082707,0.307070707,0.808080808,0.245117845,0.65993266,0.666666667,0.228956229,0.35016835,0.228956229,0.269360269,1.333333333,0.511784512,0.343434343,0.404040404,0.312457912,0.181818182,0.30976431,0.228956229,0.242424242
CASENT_0393172_PT,,modestus,890,390,780,730,238,620,190,530,542,180,270,198,192,1065,400,275,330,248,140,240,180,192,modestus-CASENT_0393172_PT,-24.13993,47.07418,,810,0.438202247,1.141025641,1.219178082,0.29382716,0.765432099,0.234567901,0.654320988,0.669135802,0.222222222,0.333333333,0.244444444,0.237037037,1.314814815,0.49382716,0.339506173,0.407407407,0.30617284,0.172839506,0.296296296,0.222222222,0.237037037
CASENT_0393173_PT,,modestus,830,370,750,680,230,600,182,500,518,175,270,170,202,1015,400,270,310,238,138,235,190,190,modestus-CASENT_0393173_PT,-24.13993,47.07418,,755,0.445783133,1.106666667,1.220588235,0.304635762,0.794701987,0.241059603,0.662251656,0.686092715,0.231788079,0.357615894,0.225165563,0.267549669,1.344370861,0.529801325,0.357615894,0.410596026,0.315231788,0.182781457,0.311258278,0.251655629,0.251655629
CASENT_0393175_HT,,modestus,862,390,770,722,228,598,172,512,520,172,270,182,190,1040,390,260,320,252,150,242,182,182,modestus-CASENT_0393175_HT,-24.13993,47.07418,,792,0.452436195,1.119480519,1.193905817,0.287878788,0.755050505,0.217171717,0.646464646,0.656565657,0.217171717,0.340909091,0.22979798,0.23989899,1.313131313,0.492424242,0.328282828,0.404040404,0.318181818,0.189393939,0.305555556,0.22979798,0.22979798
CASENT_0393176_PT,,modestus,850,380,752,700,230,592,178,490,500,168,262,180,190,1005,380,250,310,232,132,238,188,178,modestus-CASENT_0393176_PT,-24.13993,47.07418,,775,0.447058824,1.130319149,1.214285714,0.296774194,0.763870968,0.229677419,0.632258065,0.64516129,0.216774194,0.338064516,0.232258065,0.24516129,1.296774194,0.490322581,0.322580645,0.4,0.299354839,0.170322581,0.307096774,0.242580645,0.229677419
CASENT_0393177_PT,,modestus,890,405,780,735,235,605,182,520,535,188,280,200,190,1050,408,268,330,252,148,250,190,185,modestus-CASENT_0393177_PT,-24.13993,47.07418,,812.5,0.45505618,1.141025641,1.210884354,0.289230769,0.744615385,0.224,0.64,0.658461538,0.231384615,0.344615385,0.246153846,0.233846154,1.292307692,0.502153846,0.329846154,0.406153846,0.310153846,0.182153846,0.307692308,0.233846154,0.227692308
CASENT_0393178_PT,,modestus,880,410,782,732,235,602,188,518,530,172,278,188,200,1055,400,255,315,240,140,238,190,185,modestus-CASENT_0393178_PT,-24.13993,47.07418,,806,0.465909091,1.125319693,1.202185792,0.291563275,0.746898263,0.23325062,0.642679901,0.657568238,0.213399504,0.344913151,0.23325062,0.248138958,1.308933002,0.496277916,0.316377171,0.390818859,0.297766749,0.17369727,0.29528536,0.23573201,0.229528536
CASENT_0393179_PT,,modestus,882,405,795,745,240,602,185,515,520,180,280,200,210,1050,395,275,330,255,145,248,200,190,modestus-CASENT_0393179_PT,-24.13993,47.07418,,813.5,0.459183673,1.109433962,1.183892617,0.295021512,0.740012293,0.227412415,0.633066994,0.639213276,0.221266134,0.344191764,0.24585126,0.258143823,1.290719115,0.485556238,0.338045482,0.405654579,0.313460356,0.178242163,0.304855562,0.24585126,0.233558697
CASENT_0393180_PT,,modestus,878,408,778,725,230,610,182,522,538,182,280,190,208,1050,390,252,330,252,142,245,190,190,modestus-CASENT_0393180_PT,-24.13993,47.07418,,801.5,0.464692483,1.128534704,1.211034483,0.286961946,0.761072988,0.227074236,0.651278852,0.671241422,0.227074236,0.349344978,0.237055521,0.259513412,1.310043668,0.486587648,0.31441048,0.41172801,0.31441048,0.17716781,0.305676856,0.237055521,0.237055521
CASENT_0393181_PT,,modestus,865,400,760,710,228,610,180,505,512,172,272,180,210,1032,395,262,320,242,148,240,195,182,modestus-CASENT_0393181_PT,-24.13993,47.07418,,787.5,0.462427746,1.138157895,1.218309859,0.28952381,0.774603175,0.228571429,0.641269841,0.65015873,0.218412698,0.345396825,0.228571429,0.266666667,1.31047619,0.501587302,0.332698413,0.406349206,0.307301587,0.187936508,0.304761905,0.247619048,0.231111111
CASENT_0015508,,reticulatus,590,280,515,500,172,370,122,350,350,132,210,150,155,690,250,150,220,185,80,170,140,145,reticulatus-CASENT_0015508,-24.76389,46.75167,,545,0.474576271,1.145631068,1.18,0.31559633,0.678899083,0.223853211,0.642201835,0.642201835,0.242201835,0.385321101,0.275229358,0.28440367,1.266055046,0.458715596,0.275229358,0.403669725,0.339449541,0.146788991,0.311926606,0.256880734,0.266055046
CASENT_0056170,,reticulatus,502,230,465,442,150,340,112,300,290,105,160,112,115,580,200,120,190,142,58,120,108,110,reticulatus-CASENT_0056170,-16.37667,45.32667,,472,0.458167331,1.079569892,1.135746606,0.31779661,0.720338983,0.237288136,0.63559322,0.61440678,0.222457627,0.338983051,0.237288136,0.243644068,1.228813559,0.423728814,0.254237288,0.402542373,0.300847458,0.122881356,0.254237288,0.228813559,0.233050847
CASENT_0059003,,reticulatus,540,250,500,480,158,360,130,318,310,118,190,120,132,638,220,140,200,160,62,132,112,128,reticulatusCASENT_0059003,-23.52083,44.15972,,510,0.462962963,1.08,1.125,0.309803922,0.705882353,0.254901961,0.623529412,0.607843137,0.231372549,0.37254902,0.235294118,0.258823529,1.250980392,0.431372549,0.274509804,0.392156863,0.31372549,0.121568627,0.258823529,0.219607843,0.250980392
CASENT_0418497_HT,,reticulatus,535,240,490,465,156,360,120,320,310,120,185,120,132,632,220,130,198,170,70,138,112,125,reticulatus-CASENT_0418497_HT,-20.045,44.66222,,500,0.448598131,1.091836735,1.150537634,0.312,0.72,0.24,0.64,0.62,0.24,0.37,0.24,0.264,1.264,0.44,0.26,0.396,0.34,0.14,0.276,0.224,0.25
CASENT_0473935_PT,,reticulatus,560,252,505,480,170,365,132,330,330,122,190,135,135,660,238,138,200,180,72,142,122,130,reticulatus-CASENT_0473935_PT,-20.045,44.66222,,520,0.45,1.108910891,1.166666667,0.326923077,0.701923077,0.253846154,0.634615385,0.634615385,0.234615385,0.365384615,0.259615385,0.259615385,1.269230769,0.457692308,0.265384615,0.384615385,0.346153846,0.138461538,0.273076923,0.234615385,0.25
CASENT_0484737,,reticulatus,578,268,510,498,180,370,125,345,340,128,200,148,150,670,240,150,200,175,70,150,122,130,reticulatus-CASENT_0484737,-18.99528,44.4435,,538,0.46366782,1.133333333,1.16064257,0.334572491,0.687732342,0.232342007,0.641263941,0.63197026,0.237918216,0.371747212,0.275092937,0.278810409,1.24535316,0.446096654,0.278810409,0.371747212,0.32527881,0.130111524,0.278810409,0.226765799,0.241635688
CASENT_0485487,,reticulatus,525,250,480,460,160,350,120,322,320,118,190,125,135,610,210,125,190,160,62,150,120,112,reticulatus-CASENT_0485487,-16.37667,45.32667,,492.5,0.476190476,1.09375,1.141304348,0.324873096,0.710659898,0.243654822,0.653807107,0.649746193,0.239593909,0.385786802,0.253807107,0.274111675,1.23857868,0.426395939,0.253807107,0.385786802,0.324873096,0.125888325,0.304568528,0.243654822,0.227411168
CASENT_0051206,,retusispinosus,890,435,790,722,230,695,195,560,540,180,315,198,260,1130,450,298,350,268,152,215,345,210,retusispinosus-CASENT_0051206,-18.87082,48.34737,,806,0.488764045,1.126582278,1.232686981,0.285359801,0.862282878,0.241935484,0.694789082,0.669975186,0.223325062,0.390818859,0.245657568,0.322580645,1.401985112,0.558312655,0.369727047,0.434243176,0.332506203,0.188585608,0.26674938,0.428039702,0.260545906
CASENT_0058883,,retusispinosus,870,410,790,722,240,672,200,555,540,195,320,190,260,1102,440,280,332,255,150,218,348,218,retusispinosus-CASENT_0058883,-18.85083,48.32,,796,0.471264368,1.101265823,1.20498615,0.301507538,0.844221106,0.251256281,0.697236181,0.67839196,0.244974874,0.40201005,0.238693467,0.326633166,1.384422111,0.552763819,0.351758794,0.417085427,0.320351759,0.188442211,0.273869347,0.43718593,0.273869347
CASENT_0060902,,retusispinosus,878,422,812,768,248,680,185,555,535,200,330,190,260,1102,435,282,350,258,140,225,350,210,retusispinosus-CASENT_0060902,-21.51167,47.41,,823,0.480637813,1.081280788,1.143229167,0.301336574,0.826245443,0.224787363,0.67436209,0.650060753,0.243013366,0.400972053,0.230862697,0.315917375,1.339003645,0.52855407,0.342648846,0.42527339,0.313487242,0.170109356,0.273390036,0.42527339,0.255164034
CASENT_0101616_LT,,retusispinosus,952,442,950,890,268,748,215,595,572,202,340,210,270,1240,480,330,370,285,160,248,368,260,retusispinosus-CASENT_0101616_LT,-18.9,47.5,,921,0.464285714,1.002105263,1.069662921,0.290988056,0.812160695,0.233441911,0.646036916,0.621064061,0.219326819,0.369163952,0.228013029,0.293159609,1.346362649,0.521172638,0.358306189,0.401737242,0.309446254,0.173724213,0.26927253,0.399565689,0.282301846
CASENT_0124505,,retusispinosus,792,382,715,670,208,630,170,495,485,170,262,160,230,990,420,260,310,242,138,190,300,185,retusispinosus-CASENT_0124505,-18.83937,48.30842,,731,0.482323232,1.107692308,1.182089552,0.284541724,0.861833105,0.23255814,0.677154583,0.663474692,0.23255814,0.358413133,0.218878249,0.314637483,1.354309166,0.574555404,0.355677155,0.424076607,0.331053352,0.18878249,0.259917921,0.410396717,0.253077975
CASENT_0299225,,retusispinosus,852,418,792,748,238,655,190,550,530,200,315,200,265,1085,420,260,340,240,132,228,340,210,retusispinosus-CASENT_0299225,-18.76131,48.36437,,800,0.490610329,1.075757576,1.139037433,0.2975,0.81875,0.2375,0.6875,0.6625,0.25,0.39375,0.25,0.33125,1.35625,0.525,0.325,0.425,0.3,0.165,0.285,0.425,0.2625
CASENT_0299259,,retusispinosus,860,428,770,712,230,652,192,550,530,185,302,190,260,1060,425,275,330,248,152,210,350,205,retusispinosus-CASENT_0299259,-18.76131,48.36437,,786,0.497674419,1.116883117,1.207865169,0.292620865,0.829516539,0.244274809,0.699745547,0.674300254,0.235368957,0.384223919,0.24173028,0.330788804,1.348600509,0.540712468,0.349872774,0.419847328,0.315521628,0.193384224,0.267175573,0.445292621,0.260814249
